Season,Team,Lge,GP,G,A,Pts,PIM,+/-,GP_playoffs,G_playoffs,A_playoffs,Pts_playoffs,PIM_playoffs,player_name,position,Min,GA,EN,SO,GAA,W,L,T,Svs,Pct
2007-08,Wolfsburg Grizzly Adams,DEL,56,16,15,31,26,-7,--,--,--,--,--,Michael Henrich,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Asiago HC,Italy-A,39,27,33,60,22,--,,,,,,Michael Henrich,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Asiago HC,Italy-A,40,22,27,49,20,--,17,13,6,19,8,Michael Henrich,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Asiago HC,Italy-A,44,24,17,41,10,--,4,0,0,0,0,Michael Henrich,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Dornbirn EC,Austria,54,17,20,37,37,--,--,--,--,--,--,Michael Henrich,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-95,Barrie Colts,OPJHL,26,NA,0,NA,0,NA,,NA,,NA,,Patrick DesRochers,Goalie,1462,75,0,3,3.08,,,,,
1995-96,Sarnia Sting,OHL,29,NA,1,NA,15,NA,3,NA,0,NA,0,Patrick DesRochers,Goalie,1272,95,1,0,4.48,12,6,2,686,0.878
1996-97,Sarnia Sting,OHL,50,NA,5,NA,18,NA,11,NA,0,NA,4,Patrick DesRochers,Goalie,2667,154,5,4,3.46,22,17,4,1320,0.896
1997-98,Sarnia Sting,OHL,56,NA,3,NA,10,NA,4,NA,0,NA,2,Patrick DesRochers,Goalie,3205,179,2,1,3.35,26,17,11,1623,0.901
1998-99,Canadian National Team,Intl,6,NA,0,NA,0,NA,,NA,,NA,,Patrick DesRochers,Goalie,60,4,0,0,4.00,1,0,0,,0.917
1998-99,Sarnia Sting,OHL,8,NA,0,NA,0,NA,-,NA,-,NA,-,Patrick DesRochers,Goalie,425,26,1,0,3.67,3,5,0,187,0.878
1998-99,Kingston Frontenacs,OHL,44,NA,4,NA,4,NA,5,NA,0,NA,4,Patrick DesRochers,Goalie,2389,177,2,1,4.45,14,22,3,1481,0.893
1999-00,Springfield Falcons,AHL,52,NA,1,NA,36,NA,2,NA,0,NA,0,Patrick DesRochers,Goalie,2710,137,3,1,3.03,21,17,7,1338,0.907
2000-01,Springfield Falcons,AHL,50,NA,0,NA,21,NA,-,NA,-,NA,-,Patrick DesRochers,Goalie,2807,156,6,0,3.33,17,24,5,1301,0.893
2001-02,Phoenix Coyotes,NHL,5,NA,0,NA,2,NA,-,NA,-,NA,-,Patrick DesRochers,Goalie,243,15,0,0,3.70,1,2,1,84,0.848
2001-02,Springfield Falcons,AHL,34,NA,0,NA,6,NA,-,NA,-,NA,-,Patrick DesRochers,Goalie,1864,94,4,2,3.03,12,18,1,894,0.905
2002-03,Springfield Falcons,AHL,8,NA,0,NA,0,NA,-,NA,-,NA,-,Patrick DesRochers,Goalie,454,20,2,0,2.64,2,4,1,222,0.917
2002-03,Phoenix Coyotes,NHL,4,NA,0,NA,0,NA,-,NA,-,NA,-,Patrick DesRochers,Goalie,175,11,0,0,3.77,0,3,0,77,0.875
2002-03,Lowell Lock Monsters,AHL,17,NA,1,NA,6,NA,-,NA,-,NA,-,Patrick DesRochers,Goalie,1030,48,3,0,2.80,4,12,1,499,0.912
2002-03,Carolina Hurricanes,NHL,2,NA,0,NA,0,NA,-,NA,-,NA,-,Patrick DesRochers,Goalie,122,7,0,0,3.44,1,1,0,64,0.901
2003-04,Lowell Lock Monsters,AHL,50,NA,1,NA,37,NA,-,NA,-,NA,-,Patrick DesRochers,Goalie,2838,138,0,0,2.92,23,25,1,1353,0.907
2004-05,San Antonio Rampage,AHL,34,NA,1,NA,14,NA,-,NA,-,NA,-,Patrick DesRochers,Goalie,1487,79,0,2,3.19,8,19,1,605,0.885
2004-05,Texas Wildcatters,ECHL,2,NA,0,NA,2,NA,-,NA,-,NA,-,Patrick DesRochers,Goalie,120,10,0,0,5.00,0,2,0,76,0.884
2006-07,Crimmitschau ETC,2.GBun,45,NA,0,NA,0,NA,,NA,,NA,,Patrick DesRochers,Goalie,,,,,,,,,,
2007-08,Augsburg Panthers,DEL,56,NA,3,NA,16,NA,-,NA,-,NA,-,Patrick DesRochers,Goalie,3339,178,0,4,3.20,16,28,0,1628,0.901
2012-13,Dornbirn EC,Austria,54,NA,2,NA,6,NA,-,NA,-,NA,-,Patrick DesRochers,Goalie,,,,,,,,,,
1996-97,Shawinigan Cataractes,QMJHL,17,NA,0,NA,2,NA,7,NA,0,NA,2,Mathieu Chouinard,Goalie,794,51,0,0,3.85,4,7,1,,
1997-98,Shawinigan Cataractes,QMJHL,55,NA,2,NA,13,NA,6,NA,0,NA,0,Mathieu Chouinard,Goalie,3055,142,0,2,2.79,32,18,3,1368,0.906
1998-99,Shawinigan Cataractes,QMJHL,56,NA,1,NA,35,NA,6,NA,0,NA,0,Mathieu Chouinard,Goalie,3290,149,1,5,2.72,36,15,4,1456,0.907
1999-00,Shawinigan Cataractes,QMJHL,59,NA,3,NA,10,NA,13,NA,0,NA,0,Mathieu Chouinard,Goalie,3338,186,0,4,3.34,32,20,5,1804,0.897
2000-01,Grand Rapids Griffins,IHL,28,NA,0,NA,2,NA,3,NA,0,NA,0,Mathieu Chouinard,Goalie,1567,69,1,1,2.64,17,7,1,637,0.902
2001-02,Grand Rapids Griffins,AHL,25,NA,2,NA,0,NA,-,NA,-,NA,-,Mathieu Chouinard,Goalie,1404,58,4,2,2.48,11,12,1,489,0.894
2002-03,Peoria Rivermen,ECHL,15,NA,0,NA,2,NA,-,NA,-,NA,-,Mathieu Chouinard,Goalie,820,29,0,3,2.12,12,2,0,353,0.924
2002-03,Binghamton Senators,AHL,4,NA,0,NA,0,NA,1,NA,0,NA,0,Mathieu Chouinard,Goalie,152,5,0,0,1.98,2,0,0,68,0.932
2003-04,Los Angeles Kings,NHL,1,NA,0,NA,0,NA,-,NA,-,NA,-,Mathieu Chouinard,Goalie,2,0,0,0,0.00,,,,2,1.000
2003-04,Manchester Monarchs,AHL,22,NA,0,NA,0,NA,-,NA,-,NA,-,Mathieu Chouinard,Goalie,1093,41,0,4,2.25,10,6,0,428,0.913
2003-04,Reading Royals,ECHL,3,NA,0,NA,0,NA,-,NA,-,NA,-,Mathieu Chouinard,Goalie,185,7,0,0,2.27,1,1,1,83,0.922
2004-05,San Diego Gulls,ECHL,27,NA,0,NA,4,NA,-,NA,-,NA,-,Mathieu Chouinard,Goalie,1452,73,2,1,3.01,11,9,3,701,0.906
2004-05,Cincinnati Mighty Ducks,AHL,3,NA,0,NA,0,NA,-,NA,-,NA,-,Mathieu Chouinard,Goalie,152,4,0,1,1.57,1,1,0,72,0.947
2004-05,Peoria Rivermen,ECHL,1,NA,0,NA,0,NA,-,NA,-,NA,-,Mathieu Chouinard,Goalie,57,2,0,0,2.07,0,1,0,18,0.900
2005-06,Phoenix Roadrunners,ECHL,13,NA,0,NA,4,NA,-,NA,-,NA,-,Mathieu Chouinard,Goalie,647,37,1,0,3.43,4,6,0,355,0.906
2005-06,Laval Chiefs,LNAH,9,NA,0,NA,2,NA,,NA,,NA,,Mathieu Chouinard,Goalie,,,,,,,,,,
1996-97,Laval Titan College Francais,QMJHL,1,1,0,1,0,--,--,--,--,--,--,Eric Chouinard,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Quebec Remparts,QMJHL,68,41,42,83,18,--,14,7,10,17,6,Eric Chouinard,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Quebec Remparts,QMJHL,62,50,59,109,56,35,13,8,10,18,8,Eric Chouinard,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Fredericton Canadiens,AHL,--,--,--,--,--,--,6,3,2,5,0,Eric Chouinard,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Quebec Remparts,QMJHL,50,57,47,104,105,23,11,14,4,18,8,Eric Chouinard,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Montreal Canadiens,NHL,13,1,3,4,0,0,--,--,--,--,--,Eric Chouinard,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Quebec Citadelles,AHL,48,12,21,33,6,-7,9,2,0,2,2,Eric Chouinard,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Quebec Citadelles,AHL,65,19,23,42,18,-7,2,0,0,0,0,Eric Chouinard,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Philadelphia Flyers,NHL,28,4,4,8,8,2,--,--,--,--,--,Eric Chouinard,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Utah Grizzlies,AHL,32,12,12,24,16,2,--,--,--,--,--,Eric Chouinard,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Philadelphia Flyers,NHL,17,3,0,3,0,-3,--,--,--,--,--,Eric Chouinard,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Philadelphia Phantoms,AHL,1,0,0,0,0,0,--,--,--,--,--,Eric Chouinard,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Minnesota Wild,NHL,31,3,4,7,6,-7,--,--,--,--,--,Eric Chouinard,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Salzburg EC,Austria,16,5,5,10,42,-7,--,--,--,--,--,Eric Chouinard,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Philadelphia Phantoms,AHL,24,7,7,14,4,-8,--,--,--,--,--,Eric Chouinard,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Philadelphia Flyers,NHL,1,0,0,0,2,0,--,--,--,--,--,Eric Chouinard,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,San Antonio Rampage,AHL,47,8,12,20,22,-19,--,--,--,--,--,Eric Chouinard,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Straubing Tigers,DEL,27,6,17,23,32,2,--,--,--,--,--,Eric Chouinard,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Sierre HC,Swiss-B,4,3,3,6,0,--,,,,,,Eric Chouinard,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Straubing Tigers,DEL,55,30,22,52,58,-9,--,--,--,--,--,Eric Chouinard,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Straubing Tigers,DEL,41,14,19,33,12,-7,--,--,--,--,--,Eric Chouinard,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Nuermberg Thomas Sabo Ice Tigers,DEL,45,15,14,29,32,-5,5,2,2,4,4,Eric Chouinard,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Nuermberg Thomas Sabo Ice Tigers,DEL,52,24,25,49,50,17,2,0,1,1,2,Eric Chouinard,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Nuermberg Thomas Sabo Ice Tigers,DEL,34,13,18,31,10,-3,--,--,--,--,--,Eric Chouinard,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Nuermberg Thomas Sabo Ice Tigers,DEL,52,16,31,47,20,3,3,0,1,1,0,Eric Chouinard,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,Minsk Dynamo,KHL,8,0,0,0,4,-8,--,--,--,--,--,Eric Chouinard,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-15,Grenoble,France,24,16,15,31,32,9,,,,,,Eric Chouinard,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-16,Grenoble,France,26,23,20,43,8,19,,,,,,Eric Chouinard,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-17,Grenoble,France,44,23,34,57,30,19,12,9,6,15,4,Eric Chouinard,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-18,Bayreuth EHC,DEL-2,27,12,25,37,18,1,--,--,--,--,--,Eric Chouinard,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-96,Litvinov HC,Czech,--,--,--,--,--,--,1,0,0,0,0,Martin Skoula,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Barrie Colts,OHL,66,8,36,44,36,--,6,1,3,4,4,Martin Skoula,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Barrie Colts,OHL,67,13,46,59,46,58,12,3,10,13,13,Martin Skoula,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Hershey Bears,AHL,--,--,--,--,--,--,1,0,0,0,0,Martin Skoula,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Colorado Avalanche,NHL,80,3,13,16,20,5,17,0,2,2,4,Martin Skoula,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Colorado Avalanche,NHL,82,8,17,25,38,8,23,1,4,5,8,Martin Skoula,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Colorado Avalanche,NHL,82,10,21,31,42,-3,21,0,6,6,2,Martin Skoula,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Colorado Avalanche,NHL,81,4,21,25,68,11,7,0,1,1,4,Martin Skoula,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Colorado Avalanche,NHL,58,2,14,16,30,2,--,--,--,--,--,Martin Skoula,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Anaheim Mighty Ducks,NHL,21,2,7,9,2,3,--,--,--,--,--,Martin Skoula,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Litvinov HC,Czech,47,4,15,19,101,-8,6,0,0,0,6,Martin Skoula,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Dallas Stars,NHL,61,4,11,15,36,6,--,--,--,--,--,Martin Skoula,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Minnesota Wild,NHL,17,1,5,6,10,0,--,--,--,--,--,Martin Skoula,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Minnesota Wild,NHL,81,0,15,15,36,9,5,0,0,0,4,Martin Skoula,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Minnesota Wild,NHL,80,3,8,11,26,-16,6,0,0,0,0,Martin Skoula,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Minnesota Wild,NHL,81,4,12,16,10,-12,--,--,--,--,--,Martin Skoula,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Pittsburgh Penguins,NHL,33,3,5,8,6,-4,--,--,--,--,--,Martin Skoula,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,New Jersey Devils,NHL,19,0,3,3,4,7,4,0,0,0,0,Martin Skoula,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Omsk Avangard,KHL,52,3,19,22,21,10,14,0,3,3,4,Martin Skoula,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Omsk Avangard,KHL,52,2,13,15,16,-3,,,,,,Martin Skoula,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Omsk Avangard,KHL,9,0,1,1,0,-6,--,--,--,--,--,Martin Skoula,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Prague Lev,KHL,21,1,6,7,8,-6,--,--,--,--,--,Martin Skoula,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,Bratislava Slovan,KHL,54,2,11,13,18,-17,--,--,--,--,--,Martin Skoula,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-15,Liberec Bili Tygri HC,Czech,10,2,5,7,4,4,--,--,--,--,--,Martin Skoula,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,Chelyabinsk Traktor,Russia,2,0,0,0,0,--,,,,,,Dmitri Kalinin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Chelyabinsk Traktor,Russia,26,0,2,2,24,--,,,,,,Dmitri Kalinin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Moncton Wildcats,QMJHL,39,7,18,25,44,-8,4,1,1,2,0,Dmitri Kalinin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Rochester Americans,AHL,3,0,1,1,14,2,7,0,0,0,6,Dmitri Kalinin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Rochester Americans,AHL,75,2,19,21,52,15,21,2,9,11,8,Dmitri Kalinin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Buffalo Sabres,NHL,4,0,0,0,4,0,--,--,--,--,--,Dmitri Kalinin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Buffalo Sabres,NHL,79,4,18,22,38,-2,13,0,2,2,4,Dmitri Kalinin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Buffalo Sabres,NHL,58,2,11,13,26,-6,--,--,--,--,--,Dmitri Kalinin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Rochester Americans,AHL,1,0,0,0,0,0,--,--,--,--,--,Dmitri Kalinin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Buffalo Sabres,NHL,65,8,13,21,57,-7,--,--,--,--,--,Dmitri Kalinin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Buffalo Sabres,NHL,77,10,24,34,42,0,--,--,--,--,--,Dmitri Kalinin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Magnitogorsk Metallurg,Russia,48,2,8,10,14,--,5,0,0,0,2,Dmitri Kalinin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Buffalo Sabres,NHL,55,2,16,18,54,14,8,0,2,2,2,Dmitri Kalinin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Buffalo Sabres,NHL,82,7,22,29,36,19,16,2,3,5,14,Dmitri Kalinin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Buffalo Sabres,NHL,46,1,7,8,32,-7,--,--,--,--,--,Dmitri Kalinin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,New York Rangers,NHL,58,1,12,13,26,-7,--,--,--,--,--,Dmitri Kalinin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Phoenix Coyotes,NHL,15,1,3,4,6,-2,--,--,--,--,--,Dmitri Kalinin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Ufa Salavat Yulayev,KHL,53,12,10,22,32,16,15,2,3,5,58,Dmitri Kalinin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Ufa Salavat Yulayev,KHL,45,3,6,9,26,16,18,0,4,4,6,Dmitri Kalinin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,St. Petersburg SKA,KHL,52,15,20,35,14,17,,,,,,Dmitri Kalinin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,St. Petersburg SKA,KHL,48,5,24,29,26,12,11,0,6,6,2,Dmitri Kalinin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,St. Petersburg SKA,KHL,51,10,14,24,28,1,6,0,3,3,4,Dmitri Kalinin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-15,St. Petersburg SKA,KHL,54,6,8,14,30,10,11,0,1,1,6,Dmitri Kalinin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-16,St. Petersburg SKA,KHL,44,5,4,9,43,3,2,0,0,0,2,Dmitri Kalinin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-17,Moscow Spartak,KHL,45,7,5,12,45,-4,--,--,--,--,--,Dmitri Kalinin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-18,Moscow Spartak,KHL,55,5,16,21,28,1,3,0,0,0,0,Dmitri Kalinin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-19,Moscow Spartak,KHL,50,2,9,11,14,-3,6,1,0,1,2,Dmitri Kalinin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-20,Chelyabinsk Traktor,KHL,45,4,6,10,18,-16,--,--,--,--,--,Dmitri Kalinin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,Kamloops Blazers,WHL,64,4,19,23,96,--,5,0,1,1,18,Robyn Regehr,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Kamloops Blazers,WHL,65,4,10,14,120,--,5,0,3,3,8,Robyn Regehr,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Kamloops Blazers,WHL,54,12,20,32,130,37,12,1,4,5,21,Robyn Regehr,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Calgary Flames,NHL,57,5,7,12,46,-2,--,--,--,--,--,Robyn Regehr,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Saint John Flames,AHL,5,0,0,0,0,-3,--,--,--,--,--,Robyn Regehr,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Calgary Flames,NHL,71,1,3,4,70,-7,--,--,--,--,--,Robyn Regehr,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Calgary Flames,NHL,78,2,6,8,93,-24,--,--,--,--,--,Robyn Regehr,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Calgary Flames,NHL,76,0,12,12,87,-9,--,--,--,--,--,Robyn Regehr,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Calgary Flames,NHL,82,4,14,18,74,14,26,2,7,9,20,Robyn Regehr,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Calgary Flames,NHL,68,6,20,26,67,6,7,1,3,4,6,Robyn Regehr,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Calgary Flames,NHL,78,2,19,21,75,27,1,0,0,0,0,Robyn Regehr,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Calgary Flames,NHL,82,5,15,20,79,11,7,0,2,2,2,Robyn Regehr,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Calgary Flames,NHL,75,0,8,8,73,10,--,--,--,--,--,Robyn Regehr,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Calgary Flames,NHL,81,2,15,17,80,2,--,--,--,--,--,Robyn Regehr,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Calgary Flames,NHL,79,2,15,17,58,2,--,--,--,--,--,Robyn Regehr,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Buffalo Sabres,NHL,76,1,4,5,56,-12,--,--,--,--,--,Robyn Regehr,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Buffalo Sabres,NHL,29,0,2,2,21,-4,--,--,--,--,--,Robyn Regehr,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Los Angeles Kings,NHL,12,0,2,2,2,0,18,0,1,1,6,Robyn Regehr,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,Los Angeles Kings,NHL,79,3,11,14,46,6,8,0,2,2,7,Robyn Regehr,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-15,Los Angeles Kings,NHL,67,3,10,13,45,10,--,--,--,--,--,Robyn Regehr,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-96,Kelowna Rockets,WHL,64,3,4,7,159,--,6,0,0,0,12,Scott Parker,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,Kelowna Rockets,WHL,68,18,8,26,330,--,6,0,2,2,4,Scott Parker,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Kelowna Rockets,WHL,71,30,22,52,243,--,7,6,0,6,23,Scott Parker,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Colorado Avalanche,NHL,27,0,0,0,71,3,--,--,--,--,--,Scott Parker,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
