Season,Team,Lge,GP,G,A,Pts,PIM,+/-,GP_playoffs,G_playoffs,A_playoffs,Pts_playoffs,PIM_playoffs,player_name,position,Min,GA,EN,SO,GAA,W,L,T,Svs,Pct
2002-03,Phoenix Coyotes,NHL,30,10,8,18,30,1,--,--,--,--,--,Ramzi Abid,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Pittsburgh Penguins,NHL,3,0,0,0,2,-5,--,--,--,--,--,Ramzi Abid,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Pittsburgh Penguins,NHL,16,3,2,5,27,-5,--,--,--,--,--,Ramzi Abid,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Wilkes-Barre/Scranton Penguins,AHL,78,26,29,55,119,1,7,0,2,2,18,Ramzi Abid,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Chicago Wolves,AHL,75,34,42,76,165,-3,--,--,--,--,--,Ramzi Abid,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Atlanta Thrashers,NHL,6,0,2,2,6,1,--,--,--,--,--,Ramzi Abid,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Milwaukee Admirals,AHL,57,19,30,49,70,-5,2,0,1,1,6,Ramzi Abid,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Nashville Predators,NHL,13,1,4,5,13,-3,2,0,0,0,0,Ramzi Abid,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Bern SC,Swiss-A,41,20,11,31,56,--,,,,,,Ramzi Abid,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Bern SC,Swiss-A,31,9,20,29,91,21,,,,,,Ramzi Abid,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Rapperswil-Jona,Swiss-A,7,2,5,7,12,-2,,,,,,Ramzi Abid,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Chelyabinsk Traktor,KHL,33,3,8,11,36,-2,--,--,--,--,--,Ramzi Abid,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Rogle BK Angelholm,SEL,10,1,7,8,8,-5,--,--,--,--,--,Ramzi Abid,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Salzburg EC,Austria,48,13,18,31,120,1,,,,,,Ramzi Abid,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Salzburg EC,Austria,48,21,25,46,92,3,6,1,4,5,16,Ramzi Abid,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,JyP HT Jyvaskyla,SM-liiga,56,22,20,42,82,-2,11,0,3,3,32,Ramzi Abid,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,JyP HT Jyvaskyla,SM-liiga,21,3,5,8,29,-3,--,--,--,--,--,Ramzi Abid,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,Wolfsburg Grizzly Adams,DEL,24,2,17,19,52,0,10,5,5,10,18,Ramzi Abid,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,Kitchener Dutchmen,MwJHL,43,35,41,76,33,--,,,,,,Jonathan Cheechoo,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Belleville Bulls,OHL,64,31,45,76,62,--,10,4,2,6,10,Jonathan Cheechoo,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Belleville Bulls,OHL,63,35,47,82,74,23,21,15,15,30,27,Jonathan Cheechoo,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Belleville Bulls,OHL,66,45,46,91,102,25,16,5,12,17,16,Jonathan Cheechoo,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Kentucky Thoroughblades,AHL,75,32,34,66,63,16,3,0,0,0,0,Jonathan Cheechoo,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Cleveland Barons,AHL,53,21,25,46,54,-6,--,--,--,--,--,Jonathan Cheechoo,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,San Jose Sharks,NHL,66,9,7,16,39,-5,--,--,--,--,--,Jonathan Cheechoo,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Cleveland Barons,AHL,9,3,4,7,16,0,--,--,--,--,--,Jonathan Cheechoo,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,San Jose Sharks,NHL,81,28,19,47,33,5,17,4,6,10,10,Jonathan Cheechoo,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,HV71 Jonkoping,SEL,20,5,0,5,10,-11,--,--,--,--,--,Jonathan Cheechoo,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,San Jose Sharks,NHL,82,56,37,93,58,23,11,4,5,9,8,Jonathan Cheechoo,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,San Jose Sharks,NHL,76,37,32,69,69,11,11,3,3,6,6,Jonathan Cheechoo,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,San Jose Sharks,NHL,69,23,14,37,46,11,13,4,4,8,4,Jonathan Cheechoo,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,San Jose Sharks,NHL,66,12,17,29,59,-3,6,1,1,2,4,Jonathan Cheechoo,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Ottawa Senators,NHL,61,5,9,14,20,-13,1,0,0,0,0,Jonathan Cheechoo,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Binghamton Senators,AHL,25,8,6,14,37,-7,--,--,--,--,--,Jonathan Cheechoo,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Worcester Sharks,AHL,55,18,29,47,14,-11,--,--,--,--,--,Jonathan Cheechoo,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Peoria Rivermen,AHL,70,25,31,56,24,3,--,--,--,--,--,Jonathan Cheechoo,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Oklahoma City Barons,AHL,35,13,19,32,16,6,17,3,9,12,8,Jonathan Cheechoo,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,Zagreb Medvescak KHL,KHL,54,19,19,38,40,1,4,0,2,2,8,Jonathan Cheechoo,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-15,Minsk Dynamo,KHL,49,24,24,48,34,9,5,0,1,1,18,Jonathan Cheechoo,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-16,Minsk Dynamo,KHL,54,16,22,38,28,-15,--,--,--,--,--,Jonathan Cheechoo,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-17,Bratislava Slovan,KHL,60,14,26,40,40,1,--,--,--,--,--,Jonathan Cheechoo,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-96,Fort Saskatchewan Traders,AJHL,10,0,2,2,19,--,,,,,,Kyle Rossiter,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,Spokane Chiefs,WHL,50,0,2,2,65,--,9,0,0,0,6,Kyle Rossiter,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Spokane Chiefs,WHL,61,6,16,22,190,--,15,0,3,3,28,Kyle Rossiter,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Spokane Chiefs,WHL,71,4,17,21,206,-29,--,--,--,--,--,Kyle Rossiter,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Spokane Chiefs,WHL,63,11,22,33,155,11,15,1,4,5,25,Kyle Rossiter,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Louisville Panthers,AHL,78,2,5,7,110,-19,--,--,--,--,--,Kyle Rossiter,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Florida Panthers,NHL,2,0,0,0,2,-1,--,--,--,--,--,Kyle Rossiter,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Utah Grizzlies,AHL,74,3,7,10,88,-7,5,0,1,1,0,Kyle Rossiter,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Florida Panthers,NHL,3,0,0,0,0,-2,--,--,--,--,--,Kyle Rossiter,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,San Antonio Rampage,AHL,67,0,7,7,107,10,3,0,0,0,0,Kyle Rossiter,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,San Antonio Rampage,AHL,51,5,7,12,70,-6,--,--,--,--,--,Kyle Rossiter,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Florida Panthers,NHL,4,0,0,0,7,-1,--,--,--,--,--,Kyle Rossiter,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Chicago Wolves,AHL,12,0,1,1,25,2,6,0,0,0,19,Kyle Rossiter,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Atlanta Thrashers,NHL,2,0,1,1,0,1,--,--,--,--,--,Kyle Rossiter,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Chicago Wolves,AHL,33,1,5,6,43,-3,--,--,--,--,--,Kyle Rossiter,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Wilkes-Barre/Scranton Penguins,AHL,9,0,1,1,5,-4,1,0,0,0,0,Kyle Rossiter,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,KalPa Kuopio,SM-liiga,35,1,5,6,187,-18,--,--,--,--,--,Kyle Rossiter,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Asiago HC,Italy-A,3,0,0,0,6,--,6,0,1,1,20,Kyle Rossiter,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Moscow Dynamo,Russia,30,1,4,5,4,--,,,,,,Artem Chubarov,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Moscow Dynamo,Russia,34,8,2,10,10,--,12,0,0,0,4,Artem Chubarov,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Syracuse Crunch,AHL,14,7,6,13,4,5,1,0,0,0,0,Artem Chubarov,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Vancouver Canucks,NHL,49,1,8,9,10,-4,--,--,--,--,--,Artem Chubarov,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Vancouver Canucks,NHL,1,0,0,0,0,-1,--,--,--,--,--,Artem Chubarov,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Kansas City Blades,IHL,10,7,4,11,12,10,--,--,--,--,--,Artem Chubarov,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Manitoba Moose,AHL,19,7,12,19,4,8,--,--,--,--,--,Artem Chubarov,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Vancouver Canucks,NHL,51,5,5,10,10,-3,6,0,1,1,0,Artem Chubarov,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Vancouver Canucks,NHL,62,7,13,20,6,4,14,0,2,2,4,Artem Chubarov,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Vancouver Canucks,NHL,65,12,7,19,14,1,7,0,1,1,0,Artem Chubarov,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Moscow Dynamo,Russia,28,4,10,14,10,--,--,--,--,--,--,Artem Chubarov,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Omsk Avangard,Russia,47,10,13,23,36,--,11,5,3,8,10,Artem Chubarov,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Omsk Avangard,Russia,40,9,27,36,4,--,11,3,5,8,22,Artem Chubarov,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Omsk Avangard,Russia,47,10,23,33,34,--,1,0,0,0,0,Artem Chubarov,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Nizhny Novgorod Torpedo,KHL,40,4,17,21,2,-4,3,0,0,0,2,Artem Chubarov,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Moscow Dynamo,KHL,2,0,0,0,0,-1,--,--,--,--,--,Artem Chubarov,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-95,Langley Thunder,BCJHL,13,0,1,1,23,--,,,,,,Stephen Peat,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-96,Red Deer Rebels,WHL,1,0,0,0,0,--,--,--,--,--,--,Stephen Peat,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,Red Deer Rebels,WHL,68,3,14,17,161,--,16,0,2,2,22,Stephen Peat,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Red Deer Rebels,WHL,63,6,12,18,189,--,5,0,0,0,8,Stephen Peat,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Red Deer Rebels,WHL,31,2,6,8,98,-4,--,--,--,--,--,Stephen Peat,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Tri-City Americans,WHL,5,0,0,0,19,5,--,--,--,--,--,Stephen Peat,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Tri-City Americans,WHL,12,0,2,2,48,2,--,--,--,--,--,Stephen Peat,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Calgary Hitmen,WHL,23,0,8,8,100,17,13,0,1,1,33,Stephen Peat,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Portland Pirates,AHL,6,0,0,0,16,-2,--,--,--,--,--,Stephen Peat,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Washington Capitals,NHL,38,2,2,4,85,-1,--,--,--,--,--,Stephen Peat,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Portland Pirates,AHL,17,2,2,4,57,-2,--,--,--,--,--,Stephen Peat,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Washington Capitals,NHL,27,1,0,1,57,-3,--,--,--,--,--,Stephen Peat,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Portland Pirates,AHL,18,0,0,0,52,-5,--,--,--,--,--,Stephen Peat,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Washington Capitals,NHL,64,5,0,5,90,-10,--,--,--,--,--,Stephen Peat,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Danbury Trashers,UHL,7,0,1,1,45,-1,--,--,--,--,--,Stephen Peat,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Washington Capitals,NHL,1,0,0,0,2,-2,--,--,--,--,--,Stephen Peat,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Hershey Bears,AHL,5,0,1,1,7,3,--,--,--,--,--,Stephen Peat,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Lowell Lock Monsters,AHL,3,1,1,2,23,-2,--,--,--,--,--,Stephen Peat,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Albany River Rats,AHL,1,0,0,0,0,0,--,--,--,--,--,Stephen Peat,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,Prince George Cougars,WHL,58,12,18,30,19,--,15,2,2,4,6,Blair Betts,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Prince George Cougars,WHL,71,35,41,76,38,--,11,4,6,10,8,Blair Betts,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Prince George Cougars,WHL,42,20,22,42,39,2,7,3,2,5,8,Blair Betts,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Prince George Cougars,WHL,44,24,35,59,38,19,13,11,11,22,6,Blair Betts,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Saint John Flames,AHL,75,13,15,28,28,6,19,2,3,5,4,Blair Betts,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Calgary Flames,NHL,6,1,0,1,2,-1,--,--,--,--,--,Blair Betts,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Saint John Flames,AHL,67,20,29,49,10,-3,--,--,--,--,--,Blair Betts,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Calgary Flames,NHL,9,1,3,4,0,3,--,--,--,--,--,Blair Betts,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Saint John Flames,AHL,19,6,7,13,6,2,--,--,--,--,--,Blair Betts,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Calgary Flames,NHL,20,1,2,3,10,-1,--,--,--,--,--,Blair Betts,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Hartford Wolf Pack,AHL,16,5,4,9,4,3,--,--,--,--,--,Blair Betts,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,New York Rangers,NHL,66,8,2,10,24,-10,4,1,1,2,2,Blair Betts,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,New York Rangers,NHL,82,9,4,13,24,-4,10,0,0,0,4,Blair Betts,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,New York Rangers,NHL,75,2,5,7,20,-4,8,0,0,0,2,Blair Betts,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,New York Rangers,NHL,81,6,4,10,16,-5,6,0,0,0,0,Blair Betts,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Philadelphia Flyers,NHL,63,8,10,18,14,7,23,1,1,2,4,Blair Betts,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Philadelphia Flyers,NHL,75,5,7,12,8,-3,11,0,0,0,0,Blair Betts,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-96,Oakville Blades,OPJHL,5,1,2,3,24,--,,,,,,Andrew Peters,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,Georgetown Raiders,OPJHL,46,11,16,27,105,--,,,,,,Andrew Peters,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Oshawa Generals,OHL,60,11,7,18,220,--,7,2,0,2,19,Andrew Peters,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Oshawa Generals,OHL,54,14,10,24,137,2,15,2,7,9,36,Andrew Peters,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Kitchener Rangers,OHL,42,6,13,19,95,-1,4,0,1,1,14,Andrew Peters,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Rochester Americans,AHL,49,0,4,4,118,-2,--,--,--,--,--,Andrew Peters,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Rochester Americans,AHL,67,4,1,5,388,-2,--,--,--,--,--,Andrew Peters,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Rochester Americans,AHL,57,3,0,3,223,-16,3,0,0,0,24,Andrew Peters,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Buffalo Sabres,NHL,42,2,0,2,151,-3,--,--,--,--,--,Andrew Peters,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Buffalo Sabres,NHL,28,0,0,0,100,-2,--,--,--,--,--,Andrew Peters,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Buffalo Sabres,NHL,58,1,1,2,125,-1,--,--,--,--,--,Andrew Peters,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Buffalo Sabres,NHL,44,1,1,2,100,-4,--,--,--,--,--,Andrew Peters,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Buffalo Sabres,NHL,28,0,1,1,81,-2,--,--,--,--,--,Andrew Peters,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,New Jersey Devils,NHL,29,0,0,0,93,-5,--,--,--,--,--,Andrew Peters,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Rochester Americans,AHL,2,0,0,0,4,-1,--,--,--,--,--,Andrew Peters,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Dukla Jihlava,Czech,1,0,0,0,0,--,--,--,--,--,--,Petr Svoboda,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Dukla Jihlava,Czech,40,1,5,6,28,--,--,--,--,--,--,Petr Svoboda,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Trinec Ocelari HC,Czech,46,1,2,3,44,--,3,0,0,0,0,Petr Svoboda,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,St. John's Maple Leafs,AHL,38,7,7,14,48,14,4,0,0,0,4,Petr Svoboda,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Toronto Maple Leafs,NHL,18,1,2,3,10,-5,--,--,--,--,--,Petr Svoboda,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,St. John's Maple Leafs,AHL,74,3,10,13,58,-4,11,0,1,1,6,Petr Svoboda,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,St. John's Maple Leafs,AHL,3,0,1,1,4,2,--,--,--,--,--,Petr Svoboda,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Trinec Ocelari HC,Czech,5,0,1,1,0,0,--,--,--,--,--,Petr Svoboda,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-96,Calgary Hitmen,WHL,6,0,0,0,0,--,--,--,--,--,--,Chris Nielsen,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,Calgary Hitmen,WHL,62,11,19,30,39,--,--,--,--,--,--,Chris Nielsen,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Calgary Hitmen,WHL,68,22,29,51,31,--,18,2,4,6,10,Chris Nielsen,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Calgary Hitmen,WHL,70,22,24,46,45,17,21,11,5,16,28,Chris Nielsen,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Calgary Hitmen,WHL,62,38,31,69,86,35,13,14,9,23,20,Chris Nielsen,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Syracuse Crunch,AHL,47,10,11,21,24,-8,5,2,2,4,4,Chris Nielsen,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Columbus Blue Jackets,NHL,29,4,5,9,4,4,--,--,--,--,--,Chris Nielsen,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Columbus Blue Jackets,NHL,23,2,3,5,4,-3,--,--,--,--,--,Chris Nielsen,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Syracuse Crunch,AHL,47,12,12,24,18,-2,10,2,2,4,2,Chris Nielsen,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Syracuse Crunch,AHL,19,1,3,4,8,-1,--,--,--,--,--,Chris Nielsen,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Chicago Wolves,AHL,18,3,4,7,4,2,--,--,--,--,--,Chris Nielsen,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Manitoba Moose,AHL,33,3,10,13,13,2,14,1,2,3,16,Chris Nielsen,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Manitoba Moose,AHL,72,4,7,11,21,-1,--,--,--,--,--,Chris Nielsen,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Laredo Bucks,CHL,7,0,4,4,4,-1,--,--,--,--,--,Chris Nielsen,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,San Antonio Rampage,AHL,54,8,8,16,20,-8,--,--,--,--,--,Chris Nielsen,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Kassel Huskies,DEL,38,4,11,15,32,-25,--,--,--,--,--,Chris Nielsen,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
